Ticker,Class_x,Date,Shares,Value,Shares_Change,Value_Change,price,PRC,Class_y,Last_PRC
BXLT,COM,201606,0,0,-10591296.0,-427888000.0,40.399966160892866,40.399966160892866,,
CAREMARK RX INC,COM,200412,5522226,217741000,5522226.0,217741000.0,39.42993278435182,39.42993278435182,,
CAREMARK RX INC,COM,200501,5522226,217741000,0.0,0.0,39.42993278435182,39.42993278435182,,39.42993278435182
CAREMARK RX INC,COM,200502,5522226,217741000,0.0,0.0,39.42993278435182,39.42993278435182,,39.42993278435182
CAREMARK RX INC,COM,200503,4919826,195711000,-602400.0,-22030000.0,39.780065392556565,39.780065392556565,,39.42993278435182
CAREMARK RX INC,COM,200504,4919826,195711000,0.0,0.0,39.780065392556565,39.780065392556565,,39.780065392556565
CAREMARK RX INC,COM,200505,4919826,195711000,0.0,0.0,39.780065392556565,39.780065392556565,,39.780065392556565
CAREMARK RX INC,COM,200506,3526026,156979000,-1393800.0,-38732000.0,44.5200914570681,44.5200914570681,,39.780065392556565
CAREMARK RX INC,COM,200507,3526026,156979000,0.0,0.0,44.5200914570681,44.5200914570681,,44.5200914570681
CAREMARK RX INC,COM,200508,3526026,156979000,0.0,0.0,44.5200914570681,44.5200914570681,,44.5200914570681
CAREMARK RX INC,COM,200509,3055826,152577000,-470200.0,-4402000.0,49.929871661540936,49.929871661540936,,44.5200914570681
CAREMARK RX INC,COM,200510,3055826,152577000,0.0,0.0,49.929871661540936,49.929871661540936,,49.929871661540936
CAREMARK RX INC,COM,200511,3055826,152577000,0.0,0.0,49.929871661540936,49.929871661540936,,49.929871661540936
CAREMARK RX INC,COM,200512,0,0,-3055826.0,-152577000.0,49.929871661540936,49.929871661540936,,49.929871661540936
CCMM,COM,201209,327422,24576000,327422.0,24576000.0,75.05909804472516,75.05909804472516,,
CCMM,COM,201210,327422,24576000,0.0,0.0,75.05909804472516,75.05909804472516,,75.05909804472516
CCMM,COM,201211,327422,24576000,0.0,0.0,75.05909804472516,75.05909804472516,,75.05909804472516
CCMM,COM,201212,4807983,366561000,4480561.0,341985000.0,76.24007821991052,76.24007821991052,,75.05909804472516
CCMM,COM,201301,4807983,366561000,0.0,0.0,76.24007821991052,76.24007821991052,,76.24007821991052
CCMM,COM,201302,4807983,366561000,0.0,0.0,76.24007821991052,76.24007821991052,,76.24007821991052
CCMM,COM,201303,4577187,476851000,-230796.0,110290000.0,104.1799253559009,104.1799253559009,,76.24007821991052
CCMM,COM,201304,4577187,476851000,0.0,0.0,104.1799253559009,104.1799253559009,,104.1799253559009
CCMM,COM,201305,4577187,476851000,0.0,0.0,104.1799253559009,104.1799253559009,,104.1799253559009
CCMM,COM,201306,3674874,455133000,-902313.0,-21718000.0,123.84996057007669,123.84996057007669,,104.1799253559009
CCMM,COM,201307,3674874,455133000,0.0,0.0,123.84996057007669,123.84996057007669,,123.84996057007669
CCMM,COM,201308,3674874,455133000,0.0,0.0,123.84996057007669,123.84996057007669,,123.84996057007669
CCMM,COM,201309,1951452,262978000,-1723422.0,-192155000.0,134.76016832594397,134.76016832594397,,123.84996057007669
CCMM,COM,201310,1951452,262978000,0.0,0.0,134.76016832594397,134.76016832594397,,134.76016832594397
CCMM,COM,201311,1951452,262978000,0.0,0.0,134.76016832594397,134.76016832594397,,134.76016832594397
CCMM,COM,201312,774527,105924000,-1176925.0,-157054000.0,136.75959650212323,136.75959650212323,,134.76016832594397
CCMM,COM,201401,774527,105924000,0.0,0.0,136.75959650212323,136.75959650212323,,136.75959650212323
CCMM,COM,201402,774527,105924000,0.0,0.0,136.75959650212323,136.75959650212323,,136.75959650212323
CCMM,COM,201403,0,0,-774527.0,-105924000.0,136.75959650212323,136.75959650212323,,136.75959650212323
CCMM,COM,201409,3105814,470127000,3105814.0,470127000.0,151.3699790135533,151.3699790135533,,136.75959650212323
CCMM,COM,201410,3105814,470127000,0.0,0.0,151.3699790135533,151.3699790135533,,151.3699790135533
CCMM,COM,201411,3105814,470127000,0.0,0.0,151.3699790135533,151.3699790135533,,151.3699790135533
CCMM,COM,201412,3269032,544686112000,163218.0,544215985000.0,166620.00004894414,166620.00004894414,,151.3699790135533
CCMM,COM,201501,3269032,544686112000,0.0,0.0,166620.00004894414,166620.00004894414,,166620.00004894414
CCMM,COM,201502,3269032,544686112000,0.0,0.0,166620.00004894414,166620.00004894414,,166620.00004894414
CCMM,COM,201503,3327979,642666000,58947.0,-544043446000.0,193.109992581083,193.109992581083,,166620.00004894414
CCMM,COM,201504,3327979,642666000,0.0,0.0,193.109992581083,193.109992581083,,193.109992581083
CCMM,COM,201505,3327979,642666000,0.0,0.0,193.109992581083,193.109992581083,,193.109992581083
CCMM,COM,201506,5377312,920865000,2049333.0,278199000.0,171.25005950928642,171.25005950928642,,193.109992581083
CCMM,COM,201507,5377312,920865000,0.0,0.0,171.25005950928642,171.25005950928642,,171.25005950928642
CCMM,COM,201508,5377312,920865000,0.0,0.0,171.25005950928642,171.25005950928642,,171.25005950928642
CCMM,COM,201509,6550257,1151863000,1172945.0,230998000.0,175.85004679969046,175.85004679969046,,171.25005950928642
CCMM,COM,201510,6550257,1151863000,0.0,0.0,175.85004679969046,175.85004679969046,,175.85004679969046
CCMM,COM,201511,6550257,1151863000,0.0,0.0,175.85004679969046,175.85004679969046,,175.85004679969046
CCMM,COM,201512,4727605,865624476,-1822652.0,-286238524.0,183.1000001057618,183.1000001057618,,175.85004679969046
CCMM,COM,201601,4727605,865624476,0.0,0.0,183.1000001057618,183.1000001057618,,183.1000001057618
CCMM,COM,201602,4727605,865624476,0.0,0.0,183.1000001057618,183.1000001057618,,183.1000001057618
CCMM,COM,201603,4588878,928927000,-138727.0,63302524.0,202.43009293339244,202.43009293339244,,183.1000001057618
CCMM,COM,201604,4588878,928927000,0.0,0.0,202.43009293339244,202.43009293339244,,202.43009293339244
CCMM,COM,201605,4588878,928927000,0.0,0.0,202.43009293339244,202.43009293339244,,202.43009293339244
CCMM,COM,201606,0,0,-4588878.0,-928927000.0,202.43009293339244,202.43009293339244,,202.43009293339244
CIG,PFD,200603,1583700,72011000,1583700.0,72011000.0,45.47010166066806,45.47010166066806,,
CIG,PFD,200604,1583700,72011000,0.0,0.0,45.47010166066806,45.47010166066806,,45.47010166066806
CIG,PFD,200605,1583700,72011000,0.0,0.0,45.47010166066806,45.47010166066806,,45.47010166066806
CIG,PFD,200606,0,0,-1583700.0,-72011000.0,45.47010166066806,45.47010166066806,,45.47010166066806
CIG,COM,200606,1625700,69271000,1625700.0,69271000.0,42.609952635787664,42.609952635787664,,45.47010166066806
CIG,COM,200607,1625700,69271000,0.0,0.0,42.609952635787664,42.609952635787664,,42.609952635787664
CIG,COM,200608,1625700,69271000,0.0,0.0,42.609952635787664,42.609952635787664,,42.609952635787664
CIG,COM,200609,826600,32444000,-799100.0,-36827000.0,39.24993951125091,39.24993951125091,,42.609952635787664
CIG,COM,200610,826600,32444000,0.0,0.0,39.24993951125091,39.24993951125091,,39.24993951125091
CIG,COM,200611,826600,32444000,0.0,0.0,39.24993951125091,39.24993951125091,,39.24993951125091
CIG,COM,200612,0,0,-826600.0,-32444000.0,39.24993951125091,39.24993951125091,,39.24993951125091
CME GROUP INC.,A,200506,147300,43527000,147300.0,43527000.0,295.4989816700611,295.4989816700611,,
CME GROUP INC.,A,200507,147300,43527000,0.0,0.0,295.4989816700611,295.4989816700611,,295.4989816700611
CME GROUP INC.,A,200508,147300,43527000,0.0,0.0,295.4989816700611,295.4989816700611,,295.4989816700611
CME GROUP INC.,A,200509,212900,71811000,65600.0,28284000.0,337.2992015030531,337.2992015030531,,295.4989816700611
CME GROUP INC.,A,200510,212900,71811000,0.0,0.0,337.2992015030531,337.2992015030531,,337.2992015030531
CME GROUP INC.,A,200511,212900,71811000,0.0,0.0,337.2992015030531,337.2992015030531,,337.2992015030531
CME GROUP INC.,A,200512,0,0,-212900.0,-71811000.0,337.2992015030531,337.2992015030531,,337.2992015030531
CME GROUP INC.,A,200603,178500,79879000,178500.0,79879000.0,447.5014005602241,447.5014005602241,,337.2992015030531
CME GROUP INC.,A,200604,178500,79879000,0.0,0.0,447.5014005602241,447.5014005602241,,447.5014005602241
CME GROUP INC.,A,200605,178500,79879000,0.0,0.0,447.5014005602241,447.5014005602241,,447.5014005602241
CME GROUP INC.,A,200606,510700,250830000,332200.0,170951000.0,491.1494027804974,491.1494027804974,,447.5014005602241
CME GROUP INC.,A,200607,510700,250830000,0.0,0.0,491.1494027804974,491.1494027804974,,491.1494027804974
CME GROUP INC.,A,200608,510700,250830000,0.0,0.0,491.1494027804974,491.1494027804974,,491.1494027804974
CME GROUP INC.,A,200609,184099,88045000,-326601.0,-162785000.0,478.24811650253395,478.24811650253395,,491.1494027804974
CME GROUP INC.,A,200610,184099,88045000,0.0,0.0,478.24811650253395,478.24811650253395,,478.24811650253395
CME GROUP INC.,A,200611,184099,88045000,0.0,0.0,478.24811650253395,478.24811650253395,,478.24811650253395
CME GROUP INC.,A,200612,0,0,-184099.0,-88045000.0,478.24811650253395,478.24811650253395,,478.24811650253395
CME GROUP INC.,A,200706,281421,150380000,281421.0,150380000.0,534.3595538357123,534.3595538357123,,478.24811650253395
CME GROUP INC.,A,200707,281421,150380000,0.0,0.0,534.3595538357123,534.3595538357123,,534.3595538357123
CME GROUP INC.,A,200708,281421,150380000,0.0,0.0,534.3595538357123,534.3595538357123,,534.3595538357123
CME GROUP INC.,A,200709,0,0,-281421.0,-150380000.0,534.3595538357123,534.3595538357123,,534.3595538357123
EA,COM,200412,557572,34391000,557572.0,34391000.0,61.67992653863537,61.67992653863537,,
EA,COM,200501,557572,34391000,0.0,0.0,61.67992653863537,61.67992653863537,,61.67992653863537
EA,COM,200502,557572,34391000,0.0,0.0,61.67992653863537,61.67992653863537,,61.67992653863537
EA,COM,200503,0,0,-557572.0,-34391000.0,61.67992653863537,61.67992653863537,,61.67992653863537
EP,COM,201205,31635809,934838000,0.0,0.0,29.549995070459556,29.549995070459556,,
FMX,ADR,200812,1629254,49089000,1629254.0,49089000.0,30.129740359698364,30.129740359698364,,
FMX,ADR,200901,1629254,49089000,0.0,0.0,30.129740359698364,30.129740359698364,,30.129740359698364
FMX,ADR,200902,1629254,49089000,0.0,0.0,30.129740359698364,30.129740359698364,,30.129740359698364
FMX,ADR,200903,7834394,197505000,6205140.0,148416000.0,25.209990715299742,25.209990715299742,,30.129740359698364
FMX,ADR,200904,7834394,197505000,0.0,0.0,25.209990715299742,25.209990715299742,,25.209990715299742
FMX,ADR,200905,7834394,197505000,0.0,0.0,25.209990715299742,25.209990715299742,,25.209990715299742
FMX,ADR,200906,7222748,232861000,-611646.0,35356000.0,32.23994523967886,32.23994523967886,,25.209990715299742
FMX,ADR,200907,7222748,232861000,0.0,0.0,32.23994523967886,32.23994523967886,,32.23994523967886
FMX,ADR,200908,7222748,232861000,0.0,0.0,32.23994523967886,32.23994523967886,,32.23994523967886
FMX,ADR,200909,971694,36973000,-6251054.0,-195888000.0,38.05004456135368,38.05004456135368,,32.23994523967886
FMX,ADR,200910,971694,36973000,0.0,0.0,38.05004456135368,38.05004456135368,,38.05004456135368
FMX,ADR,200911,971694,36973000,0.0,0.0,38.05004456135368,38.05004456135368,,38.05004456135368
LMDIA,COM,200911,4615098,143576000,0.0,0.0,31.1100652683865,31.1100652683865,,
MSCI,A,200712,22700,872000,22700.0,872000.0,38.414096916299556,38.414096916299556,,
MSCI,A,200801,22700,872000,0.0,0.0,38.414096916299556,38.414096916299556,,38.414096916299556
MSCI,A,200802,22700,872000,0.0,0.0,38.414096916299556,38.414096916299556,,38.414096916299556
MSCI,A,200803,0,0,-22700.0,-872000.0,38.414096916299556,38.414096916299556,,38.414096916299556
MSCI,A,200909,4668255,138274000,4668255.0,138274000.0,29.620061457653875,29.620061457653875,,38.414096916299556
MSCI,A,200910,4668255,138274000,0.0,0.0,29.620061457653875,29.620061457653875,,29.620061457653875
MSCI,A,200911,4668255,138274000,0.0,0.0,29.620061457653875,29.620061457653875,,29.620061457653875
MSCI,A,200912,4586985,145866000,-81270.0,7592000.0,31.799973185000606,31.799973185000606,,29.620061457653875
MSCI,A,201001,4586985,145866000,0.0,0.0,31.799973185000606,31.799973185000606,,31.799973185000606
MSCI,A,201002,4586985,145866000,0.0,0.0,31.799973185000606,31.799973185000606,,31.799973185000606
MVL,COM,201001,350518,18956000,0.0,0.0,54.07996165674801,54.07996165674801,,
RIO-,COM,200606,11158000,229632000,11158000.0,229632000.0,20.58003226384657,20.58003226384657,,
RIO-,COM,200607,11158000,229632000,0.0,0.0,20.58003226384657,20.58003226384657,,20.58003226384657
RIO-,COM,200608,11158000,229632000,0.0,0.0,20.58003226384657,20.58003226384657,,20.58003226384657
RIO-,COM,200609,0,0,-11158000.0,-229632000.0,20.58003226384657,20.58003226384657,,20.58003226384657
SCHW,COM,200506,5170100,58319000,5170100.0,58319000.0,11.280052610200963,11.280052610200963,,
SCHW,COM,200507,5170100,58319000,0.0,0.0,11.280052610200963,11.280052610200963,,11.280052610200963
SCHW,COM,200508,5170100,58319000,0.0,0.0,11.280052610200963,11.280052610200963,,11.280052610200963
SCHW,COM,200509,0,0,-5170100.0,-58319000.0,11.280052610200963,11.280052610200963,,11.280052610200963
SUNEQ,COM,201503,11212785,269107000,11212785.0,269107000.0,24.00001426942548,24.00001426942548,,
SUNEQ,COM,201504,11212785,269107000,0.0,0.0,24.00001426942548,24.00001426942548,,24.00001426942548
SUNEQ,COM,201505,11212785,269107000,0.0,0.0,24.00001426942548,24.00001426942548,,24.00001426942548
SUNEQ,COM,201506,9663802,289044000,-1548983.0,19937000.0,29.90996711232287,29.90996711232287,,24.00001426942548
SUNEQ,COM,201507,9663802,289044000,0.0,0.0,29.90996711232287,29.90996711232287,,29.90996711232287
SUNEQ,COM,201508,9663802,289044000,0.0,0.0,29.90996711232287,29.90996711232287,,29.90996711232287
SUNEQ,COM,201509,0,0,-9663802.0,-289044000.0,29.90996711232287,29.90996711232287,,29.90996711232287
UAA,A,200706,2858163,130475000,2858163.0,130475000.0,45.64995068510788,45.64995068510788,,
UAA,A,200707,2858163,130475000,0.0,0.0,45.64995068510788,45.64995068510788,,45.64995068510788
UAA,A,200708,2858163,130475000,0.0,0.0,45.64995068510788,45.64995068510788,,45.64995068510788
UAA,A,200709,0,0,-2858163.0,-130475000.0,45.64995068510788,45.64995068510788,,45.64995068510788
UAA,A,201406,4748964,282516000,4748964.0,282516000.0,59.49002771973003,59.49002771973003,,45.64995068510788
UAA,A,201407,4748964,282516000,0.0,0.0,59.49002771973003,59.49002771973003,,59.49002771973003
UAA,A,201408,4748964,282516000,0.0,0.0,59.49002771973003,59.49002771973003,,59.49002771973003
UAA,A,201409,4518470,312226000,-230494.0,29710000.0,69.09993869606305,69.09993869606305,,59.49002771973003
UAA,A,201410,4518470,312226000,0.0,0.0,69.09993869606305,69.09993869606305,,69.09993869606305
UAA,A,201411,4518470,312226000,0.0,0.0,69.09993869606305,69.09993869606305,,69.09993869606305
UAA,A,201412,1560114,105931741000,-2958356.0,105619515000.0,67900.00025639152,67900.00025639152,,69.09993869606305
UAA,A,201501,1560114,105931741000,0.0,0.0,67900.00025639152,67900.00025639152,,67900.00025639152
UAA,A,201502,1560114,105931741000,0.0,0.0,67900.00025639152,67900.00025639152,,67900.00025639152
UAA,A,201503,0,0,-1560114.0,-105931741000.0,67900.00025639152,67900.00025639152,,67900.00025639152
UGC HOLDINGS INC,A,200412,7722594,74600000,7722594.0,74600000.0,9.659966586356864,9.659966586356864,,
UGC HOLDINGS INC,A,200501,7722594,74600000,0.0,0.0,9.659966586356864,9.659966586356864,,9.659966586356864
UGC HOLDINGS INC,A,200502,7722594,74600000,0.0,0.0,9.659966586356864,9.659966586356864,,9.659966586356864
UGC HOLDINGS INC,A,200503,0,0,-7722594.0,-74600000.0,9.659966586356864,9.659966586356864,,9.659966586356864
VIRGIN MEDIA HOLDINGS INC.,COM,200412,841867,61423000,841867.0,61423000.0,72.96045574894846,72.96045574894846,,
VIRGIN MEDIA HOLDINGS INC.,COM,200501,841867,61423000,0.0,0.0,72.96045574894846,72.96045574894846,,72.96045574894846
VIRGIN MEDIA HOLDINGS INC.,COM,200502,841867,61423000,0.0,0.0,72.96045574894846,72.96045574894846,,72.96045574894846
VIRGIN MEDIA HOLDINGS INC.,COM,200503,0,0,-841867.0,-61423000.0,72.96045574894846,72.96045574894846,,72.96045574894846
VIT,ADR,201211,7617690,59799000,0.0,0.0,7.850017524997735,7.850017524997735,,
VMED,COM,201306,0,0,-5659808.0,-277161000.0,48.9700357326609,48.9700357326609,,
VXX,STO,201703,800000,12632000,800000.0,12632000.0,15.79,15.79,,
VXX,STO,201704,800000,12632000,0.0,0.0,15.79,15.79,,15.79
VXX,STO,201705,800000,12632000,0.0,0.0,15.79,15.79,,15.79
VXX,STO,201706,1000000,12760000,200000.0,128000.0,12.76,12.76,,15.79
VXX,STO,201707,1000000,12760000,0.0,0.0,12.76,12.76,,12.76
VXX,STO,201708,1000000,12760000,0.0,0.0,12.76,12.76,,12.76
VXX,STO,201709,0,0,-1000000.0,-12760000.0,12.76,12.76,,12.76
VXX,COM,201712,250000,6980000,250000.0,6980000.0,27.92,27.92,,12.76
VXX,COM,201801,250000,6980000,0.0,0.0,27.92,27.92,,27.92
VXX,COM,201802,250000,6980000,0.0,0.0,27.92,27.92,,27.92
VXX,COM,201803,0,0,-250000.0,-6980000.0,27.92,27.92,,27.92
WLTGQ,COM,200909,2332377,140083000,2332377.0,140083000.0,60.06018752543007,60.06018752543007,,
WLTGQ,COM,200910,2332377,140083000,0.0,0.0,60.06018752543007,60.06018752543007,,60.06018752543007
WLTGQ,COM,200911,2332377,140083000,0.0,0.0,60.06018752543007,60.06018752543007,,60.06018752543007
WLTGQ,COM,201003,1621590,149624000,1621590.0,149624000.0,92.26993259701898,92.26993259701898,,60.06018752543007
WLTGQ,COM,201004,1621590,149624000,0.0,0.0,92.26993259701898,92.26993259701898,,92.26993259701898
WLTGQ,COM,201005,1621590,149624000,0.0,0.0,92.26993259701898,92.26993259701898,,92.26993259701898
WYND,COM,201003,290410,7472000,290410.0,7472000.0,25.72914155848628,25.72914155848628,,
WYND,COM,201004,290410,7472000,0.0,0.0,25.72914155848628,25.72914155848628,,25.72914155848628
WYND,COM,201005,290410,7472000,0.0,0.0,25.72914155848628,25.72914155848628,,25.72914155848628
WYND,COM,201006,2632044,53009000,2341634.0,45537000.0,20.139860883784618,20.139860883784618,,25.72914155848628
WYND,COM,201007,2632044,53009000,0.0,0.0,20.139860883784618,20.139860883784618,,20.139860883784618
WYND,COM,201008,2632044,53009000,0.0,0.0,20.139860883784618,20.139860883784618,,20.139860883784618
WYND,COM,201009,12601894,346174000,9969850.0,293165000.0,27.4699977638282,27.4699977638282,,20.139860883784618
WYND,COM,201010,12601894,346174000,0.0,0.0,27.4699977638282,27.4699977638282,,27.4699977638282
WYND,COM,201011,12601894,346174000,0.0,0.0,27.4699977638282,27.4699977638282,,27.4699977638282
WYND,COM,201012,7732440,231664000,-4869454.0,-114510000.0,29.96001262214773,29.96001262214773,,27.4699977638282
WYND,COM,201101,7732440,231664000,0.0,0.0,29.96001262214773,29.96001262214773,,29.96001262214773
WYND,COM,201102,7732440,231664000,0.0,0.0,29.96001262214773,29.96001262214773,,29.96001262214773
WYND,COM,201103,6730703,214104000,-1001737.0,-17560000.0,31.810050153750655,31.810050153750655,,29.96001262214773
WYND,COM,201104,6730703,214104000,0.0,0.0,31.810050153750655,31.810050153750655,,31.810050153750655
WYND,COM,201105,6730703,214104000,0.0,0.0,31.810050153750655,31.810050153750655,,31.810050153750655
WYND,COM,201106,6730703,226488000,0.0,12384000.0,33.649976830057724,33.649976830057724,,31.810050153750655
WYND,COM,201107,6730703,226488000,0.0,0.0,33.649976830057724,33.649976830057724,,33.649976830057724
WYND,COM,201108,6730703,226488000,0.0,0.0,33.649976830057724,33.649976830057724,,33.649976830057724
WYND,COM,201109,7643808,217925000,913105.0,-8563000.0,28.510004437578758,28.510004437578758,,33.649976830057724
WYND,COM,201110,7643808,217925000,0.0,0.0,28.510004437578758,28.510004437578758,,28.510004437578758
WYND,COM,201111,7643808,217925000,0.0,0.0,28.510004437578758,28.510004437578758,,28.510004437578758
WYND,COM,201112,0,0,-7643808.0,-217925000.0,28.510004437578758,28.510004437578758,,28.510004437578758
WYND,COM,201203,6768567,314806000,6768567.0,314806000.0,46.50999244005415,46.50999244005415,,28.510004437578758
WYND,COM,201204,6768567,314806000,0.0,0.0,46.50999244005415,46.50999244005415,,46.50999244005415
WYND,COM,201205,6768567,314806000,0.0,0.0,46.50999244005415,46.50999244005415,,46.50999244005415
WYND,COM,201206,7289162,384430000,520595.0,69624000.0,52.73994459171027,52.73994459171027,,46.50999244005415
WYND,COM,201207,7289162,384430000,0.0,0.0,52.73994459171027,52.73994459171027,,52.73994459171027
WYND,COM,201208,7289162,384430000,0.0,0.0,52.73994459171027,52.73994459171027,,52.73994459171027
WYND,COM,201209,5932525,311339000,-1356637.0,-73091000.0,52.480014833481526,52.480014833481526,,52.73994459171027
WYND,COM,201210,5932525,311339000,0.0,0.0,52.480014833481526,52.480014833481526,,52.480014833481526
WYND,COM,201211,5932525,311339000,0.0,0.0,52.480014833481526,52.480014833481526,,52.480014833481526
WYND,COM,201212,5931525,315616000,-1000.0,4277000.0,53.20992493498721,53.20992493498721,,52.480014833481526
WYND,COM,201301,5931525,315616000,0.0,0.0,53.20992493498721,53.20992493498721,,53.20992493498721
WYND,COM,201302,5931525,315616000,0.0,0.0,53.20992493498721,53.20992493498721,,53.20992493498721
WYND,COM,201303,5547737,357718000,-383788.0,42102000.0,64.47998526245927,64.47998526245927,,53.20992493498721
WYND,COM,201304,5547737,357718000,0.0,0.0,64.47998526245927,64.47998526245927,,64.47998526245927
WYND,COM,201305,5547737,357718000,0.0,0.0,64.47998526245927,64.47998526245927,,64.47998526245927
WYND,COM,201306,4746067,271617000,-801670.0,-86101000.0,57.229912683491406,57.229912683491406,,64.47998526245927
WYND,COM,201307,4746067,271617000,0.0,0.0,57.229912683491406,57.229912683491406,,57.229912683491406
WYND,COM,201308,4746067,271617000,0.0,0.0,57.229912683491406,57.229912683491406,,57.229912683491406
WYND,COM,201309,5706191,347906000,960124.0,76289000.0,60.96991846224566,60.96991846224566,,57.229912683491406
WYND,COM,201310,5706191,347906000,0.0,0.0,60.96991846224566,60.96991846224566,,60.96991846224566
WYND,COM,201311,5706191,347906000,0.0,0.0,60.96991846224566,60.96991846224566,,60.96991846224566
WYND,COM,201312,6282391,462949000,576200.0,115043000.0,73.68993747762596,73.68993747762596,,60.96991846224566
WYND,COM,201401,6282391,462949000,0.0,0.0,73.68993747762596,73.68993747762596,,73.68993747762596
WYND,COM,201402,6282391,462949000,0.0,0.0,73.68993747762596,73.68993747762596,,73.68993747762596
WYND,COM,201403,4878718,357269000,-1403673.0,-105680000.0,73.23009856277817,73.23009856277817,,73.68993747762596
WYND,COM,201404,4878718,357269000,0.0,0.0,73.23009856277817,73.23009856277817,,73.23009856277817
WYND,COM,201405,4878718,357269000,0.0,0.0,73.23009856277817,73.23009856277817,,73.23009856277817
WYND,COM,201406,0,0,-4878718.0,-357269000.0,73.23009856277817,73.23009856277817,,73.23009856277817
XP Inc.,COM,201912,1200000,46224000,1200000.0,46224000.0,38.52,38.52,,
XP Inc.,COM,202001,1200000,46224000,0.0,0.0,38.52,38.52,,38.52
XP Inc.,COM,202002,1200000,46224000,0.0,0.0,38.52,38.52,,38.52
